SquareFeet,Bedrooms,Bathrooms,YearBuilt,Price,Neighborhood_Suburb,Neighborhood_Urban,Neighborhood_Rural,Age,SquareFeet_Bedrooms,Log_Price
1340,4,1,1985,141765.4968194358,True,False,False,39,5360,11.861936594496969
1562,4,1,2012,178960.63516798767,False,False,True,12,6248,12.09492673318076
2201,3,2,2017,259786.4246166951,False,False,True,7,6603,12.467618977954338
1650,4,2,1951,116257.03412383662,True,False,False,73,6600,11.663567431804246
1951,4,1,2004,268583.6042097253,False,True,False,20,7804,12.500921242775204
2862,4,1,1962,349586.0383862596,True,False,False,62,11448,12.764507846522024
2193,2,2,1961,308345.850995402,False,False,True,63,4386,12.63898056793163
2062,3,2,2016,195136.6452638049,True,False,False,8,6186,12.181460461682324
1068,2,1,2021,139812.93570676283,False,False,True,3,2136,11.848067786980927
2259,3,1,1989,305067.6945613905,True,False,False,35,6777,12.628292258299647
2583,4,1,2005,252916.7324798793,False,True,False,19,10332,12.440819546767342
1380,5,1,2012,144486.02357548743,True,False,False,12,6900,11.880944980256398
1056,4,2,1974,48753.278797153616,False,False,True,50,4224,10.794548242772438
2300,2,1,1957,197830.4306077732,False,False,True,67,4600,12.195170586496639
1849,2,1,1981,59513.579306963686,False,False,True,43,3698,10.99397659188782
2122,2,1,1994,191036.18029157945,True,False,False,30,4244,12.160223349297189
1915,3,3,1975,221241.9399886433,False,False,True,49,5745,12.307016652705203
2550,2,3,1982,208218.72349432865,True,False,False,42,5100,12.246349164078236
1324,5,1,1962,202567.82137106112,False,False,True,62,6620,12.218834966412395
1460,5,2,1992,162116.69808794765,False,True,False,32,7300,11.996077881825427
1178,4,1,1963,138108.49136777202,False,False,True,61,4712,11.83580206525998
1843,3,1,2006,256513.49039553048,False,False,True,18,5529,12.454940434767405
1573,3,1,1961,192403.1996796712,True,False,False,63,4719,12.167353644832438
1118,4,1,1986,118267.49173948664,False,True,False,38,4472,11.68071267247497
2492,2,3,1982,250215.2363008319,False,False,True,42,4984,12.430080768198167
1548,2,1,1968,116972.81312398789,False,False,True,56,3096,11.669705369275487
1645,4,1,1969,202095.78951466127,False,False,True,55,6580,12.21650201763793
2478,4,3,2000,178301.27382432518,True,False,False,24,9912,12.091235556570393
1025,4,1,2000,90254.0435834676,False,False,True,24,4100,11.410394759215
2513,4,2,1975,229736.3868304648,False,True,False,49,10052,12.34469213916994
2031,3,3,2011,197606.98219967625,False,True,False,13,6093,12.194040459227368
1968,3,1,1982,188066.41328806663,False,True,False,42,5904,12.144555758856672
2539,2,2,1956,248908.68285342265,False,False,True,68,5078,12.424845390184062
1532,3,1,2001,102723.15492251648,False,False,True,23,4596,11.539802567117786
2950,3,1,1954,350297.6546828906,False,True,False,70,8850,12.766541368706866
1148,3,2,2001,68521.59684709605,False,True,False,23,3444,11.134918850831054
2511,4,2,1985,317853.83751827176,False,True,False,39,10044,12.669350071749358
2048,3,2,2001,155598.0379198677,False,True,False,23,6144,11.955037707673045
1654,2,1,1966,65149.985134504765,False,False,True,58,3308,11.084462703459463
2780,3,2,1951,423325.45835672045,True,False,False,73,8340,12.955898929532557
2954,4,2,2008,365765.5364972489,False,False,True,16,11816,12.809750530429689
1944,3,1,1967,188378.4654755269,False,True,False,57,5832,12.146213640892832
1554,5,1,1966,273758.9734481382,False,False,True,58,7770,12.520006992136457
1424,2,1,2012,139219.2823657014,True,False,False,12,2848,11.843812722918427
1292,3,1,2013,207529.52051026328,False,True,False,11,3876,12.243033694633137
2208,2,3,1956,241841.23806384276,True,False,False,68,4416,12.396040883726773
1553,4,1,1988,86340.36032912206,False,False,True,36,6212,11.366064024476689
1430,2,2,1986,166465.82004463463,False,False,True,38,2860,12.022551289532732
1603,5,2,1987,137913.0313480102,True,False,False,37,8015,11.834385808772058
1316,5,1,1997,159013.73707364392,False,True,False,27,6580,11.976752162905047
1397,2,2,2017,205121.66604355548,False,True,False,7,2794,12.231363450112209
2347,4,2,1964,223465.907551676,False,True,False,60,9388,12.317018617427363
2588,2,3,1966,322087.808287815,True,False,False,58,5176,12.6825825886362
1595,3,3,1973,211374.16821719895,False,False,True,51,4785,12.261389882024096
1545,3,1,1989,166224.1850727776,False,True,False,35,4635,12.021098684657177
1075,2,3,2016,31880.663148365536,False,False,True,8,2150,10.369786300563645
1864,3,2,1982,134394.23176278622,False,False,True,42,5592,11.808540228486368
2943,3,1,2007,371559.7497355276,True,False,False,17,8829,12.825467655304157
1915,4,1,1986,158157.00388428028,False,False,True,38,7660,11.97134983690168
1708,2,2,1974,154386.03432799943,False,False,True,50,3416,11.947217938487164
1485,3,2,1963,210559.63138212747,False,False,True,61,4455,12.257528925699926
2821,2,2,1994,302192.4313585524,False,True,False,30,5642,12.618822592510925
2111,2,2,1977,215400.7967189432,False,False,True,47,4222,12.280260384983208
1746,3,3,1991,243340.49529950344,False,True,False,33,5238,12.40222106622066
2255,4,2,1987,259553.33075645776,False,True,False,37,9020,12.466721326750761
2030,4,1,1979,251660.7668542041,True,False,False,45,8120,12.435841269920026
2827,5,3,1973,264026.1059796321,False,True,False,51,14135,12.483807051023096
1549,2,1,1951,226421.66833553903,False,True,False,73,3098,12.33015874545595
1975,5,2,1965,212620.36056912347,True,False,False,59,9875,12.26726821288676
2075,4,2,1980,251604.67513866487,False,False,True,44,8300,12.435618359749046
2678,3,1,2018,247595.84951994283,False,False,True,6,8034,12.419557095640313
1941,3,1,2004,235241.76027049185,False,True,False,20,5823,12.368373282353426
1918,4,2,1994,226974.74448103496,True,False,False,30,7672,12.33259843824795
2419,4,3,2021,264997.75672273216,True,False,False,3,9676,12.487480413345022
2244,2,2,2008,287569.74840716587,True,False,False,16,4488,12.569224190362705
2451,5,3,1987,308232.26095822226,False,False,True,37,12255,12.63861211609135
2775,5,2,1960,379666.08994322456,True,False,False,64,13875,12.847050068624217
2166,4,3,2021,220539.7988983377,True,False,False,3,8664,12.303837985770684
2884,2,2,1963,356147.31102694554,False,True,False,61,5768,12.783102527087086
1362,3,1,1981,198213.37857627947,True,False,False,43,4086,12.197104444040246
1381,4,1,1950,99494.60213686049,True,False,False,74,5524,11.507868722540309
2584,5,2,1980,249846.9159908647,False,True,False,44,12920,12.428607675696398
2300,2,2,2000,234701.26958798812,False,False,True,24,4600,12.366073051958479
1270,2,3,1986,193666.46451950303,True,False,False,38,2540,12.1738978668795
2037,2,3,1998,253116.87429667756,True,False,False,26,4074,12.44161056551999
1297,5,2,2013,208438.9761370525,False,False,True,11,6485,12.247406394539611
2003,2,3,1971,199303.75124842345,False,True,False,53,4006,12.202590345597725
2487,3,1,1965,245402.05038437885,True,False,False,59,7461,12.410657241435885
2550,5,1,1961,313389.90247078746,False,True,False,63,12750,12.655206579991297
1233,4,2,1963,134494.69184569415,True,False,False,61,4932,11.809287446624
1574,2,1,1974,151481.98998807912,True,False,False,50,3148,11.928228620321583
2731,5,3,2004,278668.41436256684,False,True,False,20,13655,12.53778146350287
1026,4,2,2020,161681.96998152157,True,False,False,4,4104,11.993392721413496
2494,4,1,1995,303047.2929934401,True,False,False,29,9976,12.621647454608048
1092,3,2,1990,220704.09614784477,False,False,True,34,3276,12.304582682815777
1616,4,1,1986,150811.77187039197,False,False,True,38,6464,11.923794425070392
1308,3,1,2020,165565.14990351725,True,False,False,4,3924,12.017126091243785
1051,5,1,2021,167348.3952528524,False,True,False,3,5255,12.027839092966092
1318,3,1,1996,117918.39648480684,True,False,False,28,3954,11.677756589404698
2992,5,2,1961,345168.9350585827,True,False,False,63,14960,12.751792140130183
1180,5,1,2018,113598.76025332308,False,False,True,6,5900,11.640436674820862
2592,2,1,1981,330543.0427968269,True,False,False,43,5184,12.708495190505321
2143,3,1,1999,225156.46825205715,False,True,False,25,6429,12.324555295297555
2843,5,2,1968,360232.8319662662,False,False,True,56,14215,12.794508632816507
1874,2,1,1979,172270.45468208217,False,False,True,45,3748,12.0568267366033
2066,3,1,1975,177556.72505945427,False,True,False,49,6198,12.087051046630336
1646,3,1,1973,284683.6830933129,True,False,False,51,4938,12.55913747165486
2908,4,2,1999,354769.3650064589,False,True,False,25,11632,12.77922600001718
2961,2,1,1979,309331.406120676,False,True,False,45,5922,12.642171725641024
2283,4,1,1986,206617.3820244292,True,False,False,38,9132,12.238628805690505
1196,5,2,1980,164603.99277519586,False,False,True,44,5980,12.011303899542694
1644,3,3,1974,294152.2990400081,False,False,True,50,4932,12.59185633573203
1970,5,2,1956,226233.32597526145,False,True,False,68,9850,12.32932658170497
1254,2,3,1962,113010.16160737214,False,True,False,62,2508,11.635241868103
1731,3,3,1960,156987.28183435465,True,False,False,64,5193,11.96392644354715
1335,5,3,2021,96023.52323616543,True,False,False,3,6675,11.472358888204804
2576,3,3,2020,231217.5631848287,False,False,True,4,7728,12.351118703149062
2525,4,3,1970,231623.00941783015,True,False,False,54,10100,12.352870686915074
1989,2,2,1993,179211.07777849527,False,True,False,31,3978,12.096325175569298
1899,2,1,2002,245991.65116782,False,True,False,22,3798,12.413056941166738
2278,2,2,1953,224822.9768539924,False,True,False,71,4556,12.323073049917218
1513,3,2,1950,168797.51023854784,False,False,True,74,4539,12.036461035504027
2730,5,1,2002,205701.7016959068,False,False,True,22,13650,12.234187209710882
1241,5,1,1993,107551.2157667443,False,True,False,31,6205,11.585731736684902
1148,2,2,1969,158249.0616797927,True,False,False,55,2296,11.97193172976807
2733,3,2,2020,250419.17804251343,False,False,True,4,8199,12.4308954981983
2322,3,2,1959,221363.7367512056,False,True,False,65,6966,12.307567012638106
1756,3,2,1982,139449.53209388503,True,False,False,42,5268,11.845465208709058
2873,5,1,1950,385491.42616785807,False,False,True,74,14365,12.862276825016536
1619,2,3,1962,290347.57239089825,False,True,False,62,3238,12.578837453932238
1452,5,2,1965,249202.92356947705,False,False,True,59,7260,12.426026810432312
2416,4,3,1998,250908.24565660223,False,False,True,26,9664,12.4328465816421
1211,3,3,2011,183982.24813474543,True,False,False,13,3633,12.122599989700532
1667,4,2,1953,176079.79692552288,True,False,False,71,6668,12.078698242118787
2561,2,2,2021,218576.43903185107,False,False,True,3,5122,12.294895642773753
1593,2,1,1971,166612.2183642672,True,False,False,53,3186,12.023430347489848
2618,5,3,2004,256185.5596693155,False,True,False,20,13090,12.45366120676156
1130,2,2,1977,92269.53495776236,False,False,True,47,2260,11.432480138298965
2352,2,2,1956,254190.926443321,False,True,False,68,4704,12.445844876585278
1611,5,1,1980,230741.37524394417,True,False,False,44,8055,12.349057108455966
1255,5,2,1955,189103.7140793195,False,False,True,69,6275,12.150056183364486
2502,5,3,1967,301206.68284204294,True,False,False,57,12510,12.615555282026268
1560,5,2,1977,158877.8761653695,True,False,False,47,7800,11.975897405773177
2936,2,2,1994,314171.86904791376,True,False,False,30,5872,12.657698651768893
1062,4,1,1983,70553.43534985086,False,False,True,41,4248,11.164139823481321
2334,5,3,2012,238850.51776472788,False,True,False,12,11670,12.383597373266111
1406,2,3,2007,150849.34095572698,True,False,False,17,2812,11.924043504814861
1801,2,3,2006,163422.33318399527,False,False,True,18,3602,12.00409924915705
2128,2,2,1988,246644.94560067364,False,True,False,36,4256,12.415709168662088
2640,2,2,1989,306179.2968245623,True,False,False,35,5280,12.63192941273025
2860,2,2,1988,375957.33050091687,False,True,False,36,5720,12.837233593094835
1014,5,3,2009,152835.22239801768,False,True,False,15,5070,11.937122185199499
2710,5,3,1965,334308.91214752663,False,True,False,59,13550,12.71982372242488
1258,3,3,1984,140699.85887799016,False,True,False,40,3774,11.85439134740503
1722,3,3,1989,339718.5701337136,False,False,True,35,5166,12.73587576253848
2435,5,2,1965,376609.171030621,False,False,True,59,12175,12.838965902356746
2282,5,1,1954,298590.69922893523,False,False,True,70,11410,12.60683236473544
1613,5,3,1961,99878.55664345292,False,True,False,63,8065,11.511720305491716
2283,4,1,1997,348706.5585990221,False,False,True,27,9132,12.761988908938768
2879,5,3,2014,259737.71586835827,True,False,False,10,14395,12.467431465740095
2694,2,1,2001,339573.77979166555,True,False,False,23,5388,12.735449466208307
2068,4,1,2003,188773.30195412677,False,False,True,21,8272,12.148307410898278
2978,4,1,1997,342454.6488252672,False,True,False,27,11912,12.743897435818571
1812,2,2,1987,158475.45467913794,False,False,True,37,3624,11.973361310344426
2786,2,1,2005,281655.8761291182,False,False,True,19,5572,12.548444857762178
1330,3,2,1983,154572.6898764605,False,True,False,41,3990,11.948426218741234
1164,2,1,1959,89313.7989669893,False,False,True,65,2328,11.399922475049005
2216,5,2,2003,250888.1499126426,False,False,True,21,11080,12.432766486750813
2544,5,3,2010,270507.6011909241,True,False,False,14,12720,12.508059174141795
2424,3,3,1957,270404.77467519045,True,False,False,67,7272,12.50767897897021
2397,4,1,1995,159231.11382321554,False,False,True,29,9588,11.97811825204475
2088,4,2,1959,232522.70829628248,False,False,True,65,8352,12.356747469977648
1386,3,3,1979,134661.14213275097,False,True,False,45,4158,11.810524269686624
2518,5,2,1963,239860.69522881467,False,False,True,61,12590,12.387817766336884
2817,3,2,2010,325251.8450620278,False,False,True,14,8451,12.692358143644805
2716,5,3,2017,285582.875908073,True,False,False,7,13580,12.562291050949309
2438,5,2,1959,221758.9481481596,True,False,False,65,12190,12.309350761164021
2817,2,2,1954,368657.7418454656,False,False,True,70,5634,12.817626676266892
2814,3,2,1987,327395.1966451351,False,False,True,37,8442,12.69892632700727
2053,3,3,2005,226469.4969987512,True,False,False,19,6159,12.330369959345013
2289,5,2,1960,333188.3614512927,False,False,True,64,11445,12.716466260347612
1327,5,3,2009,134458.8855830754,True,False,False,15,6635,11.809021185086145
2515,2,2,2017,282675.8936139342,False,False,True,7,5030,12.552059805689415
2240,5,2,1994,309736.7540939188,True,False,False,30,11200,12.643481263904118
1319,5,3,1998,173693.44389663593,True,False,False,26,6595,12.065052964939461
1398,3,2,2001,175551.50958602008,False,False,True,23,4194,12.07569347705703
2914,2,2,1986,325896.7947508447,False,True,False,38,5828,12.69433909815914
1104,2,1,1953,186953.3092154713,False,False,True,71,2208,12.13861953023574
1695,5,2,2007,226555.3488088585,False,False,True,17,8475,12.330748973577522
2016,3,3,2005,236630.40682462903,True,False,False,19,6048,12.374258964001937
1329,4,2,1993,166298.7141579757,False,True,False,31,5316,12.021546946345962
1659,2,1,2012,167387.544134293,False,True,False,12,3318,12.028073000611522
2640,5,2,1987,204225.8647101489,False,True,False,37,13200,12.226986736833823
2070,3,1,1983,252260.3331863691,False,False,True,41,6210,12.438220865596572
1598,4,3,1954,187036.3185467766,False,False,True,70,6392,12.139063440347659
1820,3,3,1955,147210.9198098921,True,False,False,69,5460,11.89962845896783
2972,2,2,1998,279217.28173366125,True,False,False,26,5944,12.539749126715456
1640,5,1,2015,152371.55591681358,False,True,False,9,8200,11.934083826732461
2793,5,3,1986,379625.5026168958,True,False,False,38,13965,12.846943160501285
1313,2,2,1971,193164.5493979963,False,False,True,53,2626,12.17130286911505
2170,2,3,1953,314746.78473242663,False,True,False,71,4340,12.659526913700496
2981,3,2,1964,331820.73133537674,True,False,False,60,8943,12.712353149878197
1461,2,1,1995,202812.86010760852,False,False,True,29,2922,12.22004389208972
2607,3,2,1980,309385.5098602058,False,True,False,44,7821,12.6423466152016
1485,5,3,1998,122414.43832055904,False,True,False,26,7425,11.715175771176561
2675,4,2,1973,280967.708296746,False,False,True,51,10700,12.54599858374051
